104567,*388919524394680320*,10/12/2013 6:50,*220599468*,36,,Twitter for Android,"#CyclonePhailin,#praying",29.153681,48.12464,,,,0,*0*,0
105106,*388920642436734976*,10/12/2013 6:54,*120358851*,35,bhopal,Twitter for iPhone,#CyclonePhailin,19.073977,72.868115,,,,0,*0*,0
105198,*388920794488651776*,10/12/2013 6:55,*55144594*,67,"Mumbai, India",Twitter for Android,#CyclonePhailin,19.016976,72.835189,,,,0,*0*,0
106007,*388922323425697792*,10/12/2013 7:01,*132037287*,7619,"Mumbai, India",Trendsmap Alerting,"#cyclonephailin,#Mumbai",19.0177,72.8562,,http://t.co/SGugy08vLO,http://trendsmap.com/in/mumbai,0,*0*,0
107153,*388924695703089152*,10/12/2013 7:10,*100272410*,2155,"Bokaro Steel City, Jharkhand",Twitter for Android,"#CyclonePhailin,#Phailin,#cyclone",,,,http://t.co/b2JreEnLv2,http://read.ht/7vz,1,*388923299566088193*,5
107381,*388925148897615873*,10/12/2013 7:12,*1922537378*,5,varansi,Twitter for Android,#CyclonePhailin,25.463161,82.421695,,,,0,*0*,0
107609,*388925569703739392*,10/12/2013 7:14,*123012107*,42,Tamnar,web,"#SachinRetires,#CyclonePhailin",,,,,,0,*0*,0
107628,*388925585793118209*,10/12/2013 7:14,*100678199*,56,New Delhi,Twitter for iPhone,#CyclonePhailin,12.98342,80.224889,,,,0,*0*,0
107711,*388925753359753216*,10/12/2013 7:15,*100678199*,56,New Delhi,Twitter for iPhone,#CyclonePhailin,12.983292,80.22476,,,,0,*0*,0
108372,*388927142563561472*,10/12/2013 7:20,*100678199*,56,New Delhi,Twitter for iPhone,#CyclonePhailin,12.984358,80.227498,,,,0,*0*,0
109116,*388928745030950912*,10/12/2013 7:26,*56680780*,374,"Gujarat, India",web,#CyclonePhailin,,,,,,0,*0*,0
109254,*388929060413259777*,10/12/2013 7:28,*1349924965*,6,Chennai,Twitter for Android,#CyclonePhailin,13.03462,80.211656,,,,0,*0*,0
109464,*388929506087432192*,10/12/2013 7:29,*436109369*,86,"Pune, India",web,#CyclonePhailin,,,,,,0,*0*,0
109581,*388929788708020224*,10/12/2013 7:31,*272320925*,46,Dubai,Twitter for iPhone,"#CyclonePhailin,#NaMo",25.263029,55.328797,,,,0,*0*,0
109768,*388930188903346176*,10/12/2013 7:32,*161809958*,345,"Gurgaon,India",Twitter for iPhone,#CyclonePhailin,28.517842,77.013647,,,,0,*0*,0
110357,*388931137814265856*,10/12/2013 7:36,*63986059*,277,"New Delhi, India",web,#CyclonePhailin,,,,,,0,*0*,0
110739,*388931722806452224*,10/12/2013 7:38,*446284655*,224,everywhere!,Twitter Web Client,#CyclonePhailin,,,,http://t.co/7zyPGrhHjI,http://ndtv.in/GKEvgX,1,*388931047229882369*,6
111670,*388933415590166528*,10/12/2013 7:45,*602564117*,128,INDIA,Twitter for Android,#CyclonePhailin,,,,,,1,*388930312232632321*,8
111765,*388933606246064128*,10/12/2013 7:46,*14349964*,407,Mumbai,TweetDeck,#CyclonePhailin,,,,,,1,*388933558556819456*,1
111943,*388933904800833537*,10/12/2013 7:47,*259206298*,121,India,Twitter Web Client,#CyclonePhailin,,,,,,1,*388933558556819456*,11
111947,*388933914149924864*,10/12/2013 7:47,*114738276*,133,India,Twitter for Android,#CyclonePhailin,,,,,,0,*0*,0
112150,*388934302127255552*,10/12/2013 7:48,*47137923*,1743,Mumbai,Twitter for iPhone,#CyclonePhailin,18.970315,72.8121,,,,0,*0*,0
112394,*388934764805107712*,10/12/2013 7:50,*47137923*,1743,Mumbai,Twitter for iPhone,#CyclonePhailin,18.970316,72.812115,,,,0,*0*,0
112539,*388935023216193536*,10/12/2013 7:51,*47137923*,1743,Mumbai,Twitter for iPhone,#CyclonePhailin,18.970316,72.812099,,,,0,*0*,0
113525,*388936825869303808*,10/12/2013 7:59,*47137923*,1744,Mumbai,Twitter for iPhone,#CyclonePhailin,18.970317,72.812115,,,,0,*0*,0
113668,*388937065598959616*,10/12/2013 7:59,*47137923*,1744,Mumbai,Twitter for iPhone,#CyclonePhailin,18.970317,72.812115,,,,0,*0*,0
113872,*388937421942833152*,10/12/2013 8:01,*252486471*,397,"Bhubaneswar,orissa,india",Facebook,"#CyclonePhailinuseful,#Phailin",,,,http://t.co/u5Jf1M1hip,http://aamjanata.com/news-,0,*0*,0
114411,*388938502491996161*,10/12/2013 8:05,*345588493*,165,"Kolkata, India",Twitter Web Client,#CyclonePhailin,,,,,,1,*388938307083567104*,4
114609,*388938875508252672*,10/12/2013 8:07,*16579578*,3005,India,Twitter Web Client,#CyclonePhailin,,,,,,1,*388933558556819456*,59
115343,*388940317098930176*,10/12/2013 8:12,*132034990*,1832,"Bangalore, India",Trendsmap Alerting,"#cyclonephailin,#Bangalore",12.9791,77.5772,,http://t.co/4NzUjlCCWP,http://trendsmap.com/in/bangalore,0,*0*,0
115558,*388940730783129600*,10/12/2013 8:14,*50788866*,4271,Maldives,Twitter for iPhone,#CyclonePhailin,,,,,,1,*388940146583678976*,6
115849,*388941308124856320*,10/12/2013 8:16,*21834129*,134,"Visakhapatnam, India",Blaq for BlackBerry® 10,#CyclonePhailin',,,,,,0,*0*,0
116646,*388942587031080960*,10/12/2013 8:21,*456446216*,27,धर्मनिरपेक्ष CM के राज्य से,Twitter for Windows Phone,#CyclonePhailin,25.59536,85.159915,,,,0,*0*,0
116653,*388942605158842368*,10/12/2013 8:21,*47137923*,1744,Mumbai,Twitter for iPhone,#CyclonePhailin,18.970329,72.812473,,,,0,*0*,0
117058,*388943198153752576*,10/12/2013 8:24,*18907337*,144,Bhubaneswar,Twitter for Android,"#Phailin,#CyclonePhailin",20.255135,85.843125,,https://t.co/s2T9KW7a3B,https://skydrive.live.com/redir?resid=249B9F4B062C59C3!322&authkey=!AA1ccV0YJbUCL1Q,0,*0*,0
118350,*388945254499364864*,10/12/2013 8:32,*63079018*,158,"Bangalore, India",Twitter for Windows Phone,#CyclonePhailin,,,,http://t.co/7zyPGrhHjI,http://ndtv.in/GKEvgX,1,*388941188125831168*,8
118647,*388945791282589696*,10/12/2013 8:34,*187075862*,199,India,RoundTeam,"#Phailin,#CyclonePhailin",,,,,,1,*388945070172274688*,1
118856,*388946164382310400*,10/12/2013 8:36,*47137923*,1743,Mumbai,Twitter for iPhone,#CyclonePhailin,18.970299,72.812253,,,,0,*0*,0
118910,*388946257416187904*,10/12/2013 8:36,*66789520*,664,India,Twitter Web Client,"#Phailin,#CyclonePhailin",,,,,,1,*388944827657641984*,3
119009,*388946428845776896*,10/12/2013 8:37,*1934055733*,50,Abu Dhabi to the whole World ,Twitter for iPhone,#CyclonePhailin,24.4436,54.608919,,http://t.co/o22zktWwnl,http://mobile.bbc.co.uk/news/world-asia-india-24487130,0,*0*,0
121035,*388949918213095424*,10/12/2013 8:51,*565246212*,85,"Indonesia, Pekanbaru",Twitter Web Client,"#CyclonePhailin,#phailin",,,,,,1,*388949665003364352*,1
121459,*388950792918405120*,10/12/2013 8:54,*129551832*,510,Bangalore,Twitter Web Client,"#CyclonePhailin,#CNNIBNNews",,,,,,1,*388948963115941888*,3
121655,*388952045623205888*,10/12/2013 8:59,*132095476*,826,"Hyderabad, India",Trendsmap Alerting,"#cyclonephailin,#Hyderabad",17.385,78.4867,,http://t.co/LUoFxFlVgm,http://trendsmap.com/in/hyderabad,0,*0*,0
123141,*388954745617911808*,10/12/2013 9:10,*162814423*,237,Hyderabad,Twitter for iPhone,#CyclonePhailin,,,,,,1,*388933558556819456*,101
123166,*388954790257909760*,10/12/2013 9:10,*311280141*,143,India,Twitter for Nokia S40,#CyclonePhailin,,,,,,0,*0*,0
123291,*388955021930270720*,10/12/2013 9:11,*64665927*,385,india,Twitter for Android,#CyclonePhailin,21.157512,72.77726,,,,0,*0*,0
123320,*388955080688685056*,10/12/2013 9:11,*138329467*,29,Mumbai,Twitter for BlackBerry®,#CyclonePhailin,,,,,,1,*388933558556819456*,102
124905,*388958110679044096*,10/12/2013 9:23,*468838897*,65,"Gusau, Zamfara State, Nigeria.",Twitter for BlackBerry®,"#CyclonePhailin,#Phailin",12.1621,6.68616,,,,0,*0*,0
125055,*388958423686971392*,10/12/2013 9:24,*1318211510*,35,"Calcutta, India",web,#CyclonePhailin,,,,,,0,*0*,0
126601,*388961532996247552*,10/12/2013 9:37,*45513036*,67,Mumbai,Twitter Web Client,#CyclonePhailin,,,,,,1,*388933558556819456*,113
129519,*388967624761040896*,10/12/2013 10:01,*104420398*,361,"New Delhi, India",Tweetbot for iOS,#CyclonePhailin,28.569025,77.214649,,,,0,*0*,0
130257,*388969347370078208*,10/12/2013 10:08,*18907337*,144,Bhubaneswar,Twitter for Windows Phone,"#Phailin,#CyclonePhailin",20.25858,85.84382,,,,0,*0*,0
132152,*388973452868063233*,10/12/2013 10:24,*94840393*,116,Bhubaneswar,Twitter for Windows Phone,"#Bhubaneswar,#Phailin,#CyclonePhailin",20.23398,85.84119,,,,0,*0*,0
133087,*388975442096816128*,10/12/2013 10:32,*14945392*,1277,Italian Colony aka India,Twitter Web Client,#CyclonePhailin,,,,,,1,*388975185920921600*,1
133417,*388976141312471040*,10/12/2013 10:35,*36369710*,2980,Copenhagen,Twitter for iPad,#CyclonePhailin,55.762703,12.59311,"Gentofte, Hovedstaden",,,0,*0*,0
135117,*388979552510173185*,10/12/2013 10:48,*95404086*,384,Bangalore,Tweet-this-page,#CyclonePhailin,,,,,,0,*0*,0
136783,*388982734380474368*,10/12/2013 11:01,*1524074846*,4,India,Twitter for Android,#CyclonePhailin,,,,,,0,*0*,0
137109,*388983209976799232*,10/12/2013 11:03,*17832647*,96,India,Twitter for Android,"#Phailin,#CyclonePhailin",,,,,,0,*0*,0
137122,*388983220026761216*,10/12/2013 11:03,*73608466*,507,"Mumbai,India",Twitter for Android,#CyclonePhailin,19.114912,72.831526,,,,0,*0*,0
137705,*388984135920152576*,10/12/2013 11:06,*315421350*,333,Mumbai,Twitter for BlackBerry®,"#AP,#CyclonePhailin",,,,http://t.co/tVME3XTT1V,http://ndma.gov.in/ndma/index.htm,0,*0*,0
137933,*388984493207322624*,10/12/2013 11:08,*399238012*,110,Bangalore ..india,Twitter for Android,"#CyclonePhailin,#Phailin",13.043133,77.607214,,,,0,*0*,0
138005,*388984611784912896*,10/12/2013 11:08,*17863264*,1047,Paris,Echofon,#CyclonePhailin,,,,,,1,*388933558556819456*,136
138961,*388986351552430080*,10/12/2013 11:15,*73635356*,394,"Mumbai, India",Twitter for Android,"#Phailin,#CyclonePhailin",,,,,,1,*388985360543260672*,2
139868,*388988013503451136*,10/12/2013 11:22,*73608466*,507,"Mumbai,India",Twitter for Android,#CyclonePhailin,19.115194,72.831833,,,,0,*0*,0
141099,*388990187700617217*,10/12/2013 11:31,*1100927498*,75629,"New Delhi, India",web,#CyclonePhailin,,,,,,0,*0*,0
141463,*388990813817958401*,10/12/2013 11:33,*202623049*,159,New Delhi,Twitter for iPhone,#CyclonePhailin,,,,http://t.co/LhEKDGqn4z,http://bit.ly/1caykxT,1,*388982339620966400*,2
141645,*388991293239472128*,10/12/2013 11:35,*127790650*,4423,Delhi India,Twitter for iPhone,#CyclonePhailin,19.311467,84.792015,,,,0,*0*,0
141794,*388991552850116608*,10/12/2013 11:36,*93577909*,27,Hyderabad,Twitter for Android,#CyclonePhailin,,,,,,0,*0*,0
142135,*388992124345413632*,10/12/2013 11:38,*370979059*,515,"Hyderabad, India",Twitter for BlackBerry®,#CyclonePhailin,17.41438,78.43645,,,,0,*0*,0
142626,*388992982562521088*,10/12/2013 11:42,*38823542*,1802,New Delhi,Twitter for iPhone,#CyclonePhailin,28.590697,77.222162,,,,0,*0*,0
142743,*388993157100105728*,10/12/2013 11:42,*220599468*,36,,Twitter for iPad,"#CyclonePhailin,#praying",,,,,,0,*0*,0
142796,*388993247823286272*,10/12/2013 11:43,*256023268*,27,"Trivandrum, Kerala ",Twitter Web Client,"#CyclonePhailin,#Phailin,#Odisha",,,,,,1,*388947932814114817*,6
142873,*388993404840849408*,10/12/2013 11:43,*36023628*,353,Mumbai,web,#CyclonePhailin,,,,,,0,*0*,0
142985,*388993583941824512*,10/12/2013 11:44,*379544677*,804,,Twitter for iPad,#CyclonePhailin,,,,,,0,*0*,0
143233,*388993960359632896*,10/12/2013 11:46,*246082413*,84,"Abu Dhabi ,UAE",Twitter for iPhone,"#CyclonePhailin,#NaturalDisaster",19.166563,72.832397,,,,0,*0*,0
143248,*388993990986850304*,10/12/2013 11:46,*1381248270*,99,"khartoum,Sudan",Twitter for iPhone,"#CyclonePhailin,#Bhubaneswar",15.534161,32.568066,,,,0,*0*,0
143370,*388994153402494976*,10/12/2013 11:46,*118283058*,1418,,Twitter Web Client,"#CyclonePhailin,#Natu…",,,,,,1,*388993960359632896*,1
143668,*388994589954023424*,10/12/2013 11:48,*199478840*,580,"Pune, India",Trendsmap Alerting,"#cyclonephailin,#Pune",18.5185,73.8784,,http://t.co/XlFcWX9xos,http://trendsmap.com/in/pune,0,*0*,0
143744,*388994708719947777*,10/12/2013 11:49,*93385244*,87,India,Twitter for Android,"#CyclonePhailin,#StayBlessed,#StaySafe",22.975419,88.373164,,,,0,*0*,0
143987,*388995104251195392*,10/12/2013 11:50,*47009602*,156,,web,"#CyclonePhailin,#Rescue,#Odisha,#Andhra,#AP",,,,http://t.co/oEhmyOYHuT,http://economictimes.indiatimes.com/news/politics-and-nation/google-volunteers-to-help-rescue-phailin-cyclone-victims/articleshow/24043143.cms,0,*0*,0
144039,*388995183775215617*,10/12/2013 11:50,*534891547*,3,,Twitter for iPhone,#CyclonePhailin,,,,,,1,*388933558556819456*,170
144113,*388995300326506496*,10/12/2013 11:51,*96175094*,1741,"Uttrakhand, Republic of India",web,#CyclonePhailin,,,,,,0,*0*,0
144219,*388995470736896000*,10/12/2013 11:52,*124305634*,242,"Brighton, England",web,#CyclonePhailin,,,,https://t.co/O649RlypmI,https://www.facebook.com/media/set/?set=a.641279825924904.1073741826.143448282374730&type=1,0,*0*,0
144393,*388995638299336704*,10/12/2013 11:52,*389924559*,84,Hawkesbury River,Tweetbot for iOS,"#phailin,#CyclonePhailin,#auspol",-33.907552,151.212162,,http://t.co/4mNaezvPD0,http://zeenews.india.com/news/nation/live-cyclone-phailin-150-kms-away-from-gopalpur-president-shortens-west-bengal-visit_882698.html,0,*0*,0
144560,*388995929501483008*,10/12/2013 11:53,*38823542*,1802,New Delhi,Twitter for iPhone,#CyclonePhailin,28.592403,77.223504,,http://t.co/XIJGryQyUY,http://reut.rs/1fraXno,0,*0*,0
144678,*388996085508624384*,10/12/2013 11:54,*399238012*,109,Bangalore ..india,Twitter for Android,#CyclonePhailin,13.043133,77.607214,,,,0,*0*,0
144726,*388996170187423744*,10/12/2013 11:54,*93385244*,87,India,Twitter for Android,#CyclonePhailin,22.975419,88.373164,,,,0,*0*,0
144857,*388996370486411265*,10/12/2013 11:55,*339020557*,656,"Kerala,India",Twitter for Android,#CyclonePhailin,,,,,,0,*0*,0
144915,*388996457262366720*,10/12/2013 11:55,*551310992*,304,Bharat,web,#CyclonePhailin,,,,,,0,*0*,0
145039,*388996647151104001*,10/12/2013 11:56,*389924559*,84,Hawkesbury River,Tweetbot for iOS,"#auspol,#CyclonePhailin",-33.907376,151.211366,,,,0,*0*,0
145145,*388996822024204288*,10/12/2013 11:57,*36690488*,436,The High Road,TweetCaster for Android,#CyclonePhailin,,,,,,1,*388996620043317248*,3
145595,*388997562704748544*,10/12/2013 12:00,*389924559*,84,Hawkesbury River,Tweetbot for iOS,#CyclonePhailin,-33.907503,151.212028,,,,0,*0*,0
145615,*388997604542914560*,10/12/2013 12:00,*187949352*,30,"Bangalore,India ",Twitter for Windows Phone,"#CyclonePhailin,#Odisha",,,,,,1,*388993890692235264*,4
145742,*388997796181065728*,10/12/2013 12:01,*1440584420*,24,,Twitter for iPhone,#CyclonePhailin,52.038751,-0.753736,"Milton Keynes, Milton Keynes",,,0,*0*,0
145823,*388997921867169792*,10/12/2013 12:01,*293642507*,1758,In Prison Called....LIFE!!!!!,Twitter for Android,#CyclonePhailin,,,,http://t.co/1TY56jcIbc,http://indiatoday.intoday.in/story/cyclone-phailin-gains-strength-andhra-pradesh-and-odisha-gear-up-to-face-storm/1/314146.html,1,*388997747161829376*,2
146678,*388999138982899713*,10/12/2013 12:06,*132095682*,4167,"Chennai, India",Trendsmap Alerting,"#cyclonephailin,#Chennai",13.0604,80.2496,,http://t.co/YcqnHdoW66,http://trendsmap.com/in/chennai,0,*0*,0
146905,*388999439710302208*,10/12/2013 12:07,*52357696*,127,Hyderabad,Twitter for iPhone,"#CyclonePhailin,#AndhraPradesh,#Odisha",17.361769,78.472342,,,,0,*0*,0
146978,*388999537869598720*,10/12/2013 12:08,*236763491*,23,vizag,web,#cyclonephailin,,,,,,0,*0*,0
147105,*388999712923451392*,10/12/2013 12:08,*1583752124*,508,"Austin, Texas",RoundTeam,#CyclonePhailin,,,,,,1,*388994073526546433*,1
147150,*388999788357640192*,10/12/2013 12:09,*96196010*,85,India,Twitter for Android,"#CyclonePhailin,#paidMedia",20.585872,72.93743,,,,0,*0*,0
147282,*388999987532943360*,10/12/2013 12:09,*44885093*,31,India,Mobile Web (M2),#CyclonePhailin,,,,,,1,*388998250394427392*,1
147721,*389000586365911040*,10/12/2013 12:12,*37963748*,367,"Bangalore, Republic of India",Twitter for Android,"#HindiNews,#CyclonePhailin,#T20",15.350856,75.14358,,,,0,*0*,0
148129,*389001194070241280*,10/12/2013 12:14,*135445903*,67,new delhi,web,#CyclonePhailin,,,,,,0,*0*,0
148213,*389001318435520512*,10/12/2013 12:15,*96196010*,85,India,Twitter for Android,"#CyclonePhailin,#defenseforces",20.590324,72.907982,,,,0,*0*,0
148270,*389001416284831744*,10/12/2013 12:15,*1884679302*,24,Durban,Twitter for BlackBerry®,#CyclonePhailin,,,,,,1,*388991293239472128*,47
148350,*389001521020801024*,10/12/2013 12:16,*992983208*,3935,friendsofcongress@gmail.com,Twitter for BlackBerry®,#CyclonePhailin,,,,http://t.co/HKWps56I00,http://news.oneindia.in/india/centre-readies-foodgrain-supples-for-phailin-cyclone-victims-1323267.html,0,*0*,0
148563,*389001793289453568*,10/12/2013 12:17,*17832647*,97,India,Twitter for Android,"#Ganjam,#odisha,#Phailin,#CyclonePhailin",,,,,,0,*0*,0
148601,*389001846552932354*,10/12/2013 12:17,*195351977*,23,"Siliguri ,West Bengal",web,#CyclonePhailin,,,,,,0,*0*,0
148886,*389002239630508032*,10/12/2013 12:18,*38685872*,1097,India,Twitter for iPhone,"#Phailin,#CyclonePhailin",28.622986,77.298948,,,,0,*0*,0
148950,*389002325836046336*,10/12/2013 12:19,*61791984*,109,Floating ,Twitter for Android,#CyclonePhailin,28.531319,77.225825,,,,0,*0*,0
149075,*389002502487560192*,10/12/2013 12:19,*28329482*,25,New Mexico,Twitter for Android,#CyclonePhailin,,,,,,0,*0*,0
149307,*389002795254579200*,10/12/2013 12:21,*358208522*,481,Trinidad and Tobago,Twitter for Android,"#India,#CyclonePhailin",10.657748,-61.508284,,,,0,*0*,0
149390,*389002911642304512*,10/12/2013 12:21,*527917899*,5414,"Province of Isabela, Phl",RoundTeam,#CyclonePhailin,,,,,,1,*389002306823282688*,2
149418,*389002947998130176*,10/12/2013 12:21,*299613007*,2198,Australia,web,"#phailin,#CyclonePhailin",,,,,,0,*0*,0
149819,*389003489021415424*,10/12/2013 12:23,*16483462*,701,"Chembur, MH & Porur, TN",Twitter for Android,#cyclonephailin,19.050955,72.877025,,,,0,*0*,0
149901,*389003607334326273*,10/12/2013 12:24,*22326927*,566,"Bhubaneswar, India",Tweetbot for iOS,#CyclonePhailin,20.264217,85.847936,,,,0,*0*,0
150329,*389004152606429185*,10/12/2013 12:26,*239899596*,140,London,web,#CyclonePhailin,,,,,,0,*0*,0
150380,*389004234626052098*,10/12/2013 12:26,*376880163*,1257,,web,#CyclonePhailin,,,,,,0,*0*,0
150403,*389004248807399424*,10/12/2013 12:26,*164256157*,175,New Delhi,Twitter for BlackBerry®,#CyclonePhailin,,,,http://t.co/EK7ExFtYF2,http://bit.ly/GL6YDy,1,*388999916418109441*,23
150906,*389004786407718912*,10/12/2013 12:29,*123791955*,1005,Jammu & Kashmir,Twitter for Android,"#CyclonePhailin,#mediaFraternity,#valour",,,,,,0,*0*,0
150989,*389004892939251712*,10/12/2013 12:29,*1927954818*,2,Midi-Pyrénées,Twitter Web Client,#CyclonePhailin,,,,,,1,*389000221201412096*,2
151171,*389005072979345408*,10/12/2013 12:30,*843068612*,679,,Facebook,"#CyclonePhailin,#Phailin",,,,http://t.co/Zjoe99DqSR,http://fb.me/1RjIz6T9M,0,*0*,0
151487,*389005447157399554*,10/12/2013 12:31,*1532683250*,0,,Twitter Web Client,#CyclonePhailin,,,,http://t.co/1TY56jcIbc,http://indiatoday.intoday.in/story/cyclone-phailin-gains-strength-andhra-pradesh-and-odisha-gear-up-to-face-storm/1/314146.html,1,*388997747161829376*,9
151568,*389005552682291200*,10/12/2013 12:32,*1320743634*,25,"Uttar Pradesh, India",Twitter for iPad,#CyclonePhailin,,,,http://t.co/s5S9doNdxF,http://bit.ly/1avw8Pf,0,*0*,0
151660,*389005662929182720*,10/12/2013 12:32,*45544324*,19310,Middle East,web,#CyclonePhailin,,,,,,0,*0*,0
151733,*389005739206791168*,10/12/2013 12:32,*75332587*,66,"Mumbai, INDIA",Twitter Web Client,#CyclonePhailin,,,,,,1,*389005394472759297*,3
151833,*389005876343734272*,10/12/2013 12:33,*15542781*,27283,Everywhere,Twitter for iPhone,"#CyclonePhailin,#Odisha,#phailin http",,,,http://t.co/HpVMF3sMUb,http://www.youtube.com/watch?v=5BTUvb4p3zY&feature=youtu.be,1,*389004794859241472*,1
152070,*389006156448149504*,10/12/2013 12:34,*1697312833*,575,,RoundTeam,"#Pray,#CyclonePhailin,#Humanity",,,,,,1,*389004121212088320*,1
152604,*389006785492705280*,10/12/2013 12:36,*188676499*,117,,Twitter for Android,#CyclonePhailin,24.597145,73.692426,,,,0,*0*,0
152634,*389006817080012801*,10/12/2013 12:37,*153814463*,30,Kharagpur,web,"#CyclonePhailin,#WorldEnd2012",,,,,,0,*0*,0
